,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20
Concepts_5 Concepts and conceptual analysis.txt,"('analysis', 22)","('concept', 17)","('conceptual', 15)","('concepts', 12)","('philosophy', 10)","('intuitions', 9)","('one', 9)","('philosophical', 8)","('justification', 8)","('stich', 6)","('philosophers', 6)","('see', 5)","('chalmers', 5)","('jackson', 5)","('priori', 5)","('thought', 5)","('justified', 5)","('experiments', 4)","('supposed', 4)","('relations', 4)"
The Analysis of Knowledge_8 Epistemic Luck.txt,"('luck', 12)","('knowledge', 7)","('condition', 7)","('analysis', 5)","('epistemic', 4)","('sense', 4)","('jtb', 3)","('previous', 3)","('true', 3)","('cases', 2)","('analyses', 2)","('compatible', 2)","('inconsistent', 2)","('first', 2)","('thing', 2)","('section', 2)","('various', 2)","('one', 2)","('like', 2)","('safety', 2)"
Embodied Cognition_1 Embodied vs Traditional Cognitive Science.txt,"('cognitive', 19)","('cognition', 16)","('science', 12)","('embodied', 9)","('processing', 4)","('physical', 4)","('body', 4)","('situated', 4)","('environment', 4)","('phenomena', 3)","('deeply', 3)","('work', 3)","('sense', 3)","('view', 3)","('depends', 3)","('agents', 3)","('social', 3)","('clark', 3)","('consider', 2)","('although', 2)"
Logical Empiricism_1 Mapping the Movement.txt,"('logical', 21)","('movement', 13)","('vienna', 10)","('berlin', 10)","('empiricism', 10)","('also', 9)","('many', 8)","('philosophy', 7)","('reichenbach', 7)","('members', 6)","('society', 6)","('empiricists', 6)","('circle', 5)","('england', 5)","('philosophers', 5)","('group', 5)","('carnap', 5)","('feigl', 5)","('america', 5)","('term', 4)"
Ancient Logic_6 Epicurus and the Epicureans.txt,"('epicureans', 5)","('usener', 5)","('utterances', 5)","('logic', 3)","('language', 3)","('truthbearers', 3)","('excluded', 3)","('middle', 3)","('future', 3)","('contingents', 3)","('cicero', 3)","('epicurus', 2)","('natural', 2)","('languages', 2)","('existence', 2)","('meanings', 2)","('linguistic', 2)","('expressions', 2)","('definitions', 2)","('correspondence', 2)"
Varieties of Modality_1 Epistemic and Metaphysical Modality.txt,"('worlds', 60)","('possible', 56)","('world', 44)","('true', 39)","('necessary', 37)","('sentence', 37)","('proposition', 34)","('two', 30)","('necessity', 26)","('evidence', 23)","('may', 22)","('different', 21)","('case', 19)","('one', 19)","('considered', 18)","('empirical', 17)","('priori', 17)","('could', 16)","('contingent', 16)","('use', 16)"
Embodied Cognition_5 Empirical Domains for Embodied Cognition.txt,"('alia', 39)","('visual', 23)","('experience', 23)","('moral', 19)","('embodied', 17)","('different', 16)","('body', 16)","('action', 16)","('cognition', 15)","('view', 14)","('motor', 14)","('subjects', 13)","('consciousness', 12)","('conscious', 12)","('also', 12)","('bodily', 11)","('see', 10)","('neural', 10)","('one', 10)","('memory', 9)"
Second order and Higher order Logic_13 Foundations of Mathematics.txt,"('secondorder', 26)","('set', 22)","('logic', 22)","('theory', 19)","('axioms', 17)","('order', 14)","('sets', 13)","('axiom', 12)","('models', 12)","('semantic', 11)","('model', 10)","('properties', 9)","('used', 8)","('structure', 8)","('theorem', 8)","('would', 8)","('argument', 8)","('means', 7)","('cannot', 7)","('structures', 7)"
Propositional Attitude Reports_1 Freges Puzzle.txt,"('lois', 14)","('would', 10)","('true', 9)","('sentences', 8)","('propositional', 7)","('disquotation', 7)","('attitude', 6)","('two', 6)","('must', 6)","('believes', 6)","('frege', 5)","('cognitive', 5)","('reference', 5)","('seems', 5)","('acceptance', 5)","('kripke', 5)","('seem', 5)","('attributions', 4)","('puzzles', 4)","('clark', 4)"
Logical Form_8 Transformational Grammar.txt,"('structure', 25)","('grammatical', 22)","('logical', 12)","('form', 12)","('language', 12)","('one', 12)","('like', 12)","('natural', 11)","('sentence', 11)","('expressions', 10)","('may', 10)","('boy', 9)","('see', 9)","('displaced', 9)","('english', 9)","('john', 8)","('saw', 7)","('cannot', 7)","('constraints', 7)","('forms', 6)"
Second order and Higher order Logic_3 The Semantics of SecondOrder Logic.txt,"('logic', 23)","('secondorder', 16)","('set', 14)","('player', 13)","('order', 12)","('first', 11)","('relation', 10)","('game', 10)","('phi', 9)","('models', 9)","('theory', 8)","('interpret', 8)","('two', 8)","('use', 7)","('see', 7)","('subseteq', 7)","('interpretation', 6)","('domain', 6)","('concept', 6)","('function', 6)"
Physicalism_11 Understanding Physical Introductory.txt,"('physical', 32)","('property', 15)","('properties', 15)","('question', 9)","('theory', 8)","('conception', 8)","('notion', 6)","('condition', 4)","('says', 4)","('mass', 4)","('objects', 4)","('two', 3)","('object', 3)","('literature', 3)","('without', 3)","('duplicate', 3)","('one', 3)","('water', 3)","('reason', 3)","('theorybased', 3)"
The Notation in Principia Mathematica_8 Definite Descriptions.txt,"('king', 14)","('france', 14)","('description', 13)","('scope', 11)","('present', 11)","('bald', 11)","('russell', 9)","('definition', 8)","('definite', 7)","('says', 7)","('phi', 6)","('one', 6)","('sentence', 5)","('reading', 5)","('modern', 5)","('former', 4)","('latter', 4)","('example', 4)","('notation', 4)","('psi', 3)"
Principia Mathematica_4 Volume I.txt,"('theory', 95)","('logic', 66)","('variables', 55)","('types', 53)","('function', 50)","('classes', 46)","('type', 45)","('functions', 44)","('propositional', 42)","('phi', 41)","('one', 40)","('set', 37)","('class', 37)","('system', 36)","('order', 34)","('definition', 33)","('notion', 32)","('relation', 31)","('defined', 28)","('propositions', 26)"
Skepticism_3 The Argument for Cartesian Skepticism Employing the Closure Principle.txt,"('believing', 73)","('skeptical', 50)","('justified', 50)","('evidence', 49)","('proposition', 43)","('would', 33)","('case', 33)","('know', 29)","('scenario', 29)","('one', 27)","('justification', 26)","('true', 24)","('knowledge', 24)","('propositions', 21)","('condition', 20)","('closure', 19)","('entails', 18)","('could', 18)","('example', 17)","('good', 17)"
Herbert Feigl_1 Biography.txt,"('feigl', 11)","('university', 9)","('philosophy', 5)","('vienna', 4)","('one', 3)","('hans', 3)","('philosophical', 3)","('united', 3)","('states', 3)","('research', 3)","('science', 3)","('austrian', 2)","('textile', 2)","('became', 2)","('munich', 2)","('schlick', 2)","('karl', 2)","('year', 2)","('wrote', 2)","('essay', 2)"
Alfred Jules Ayer_2 Meaning and Truth.txt,"('meaning', 20)","('statement', 16)","('verifiable', 12)","('ayer', 11)","('truth', 9)","('observation', 9)","('sentences', 9)","('verification', 8)","('proposition', 8)","('evidence', 7)","('propositions', 6)","('directly', 6)","('statements', 6)","('see', 6)","('criterion', 5)","('ltl', 5)","('alone', 5)","('provide', 5)","('could', 5)","('given', 5)"
The Analysis of Knowledge_12 Pragmatic Encroachment.txt,"('knowledge', 19)","('pragmatic', 14)","('encroachment', 13)","('important', 11)","('bank', 6)","('whether', 5)","('relevant', 5)","('difference', 5)","('sandra', 5)","('hannah', 5)","('paychecks', 5)","('factors', 4)","('like', 4)","('truth', 4)","('claim', 4)","('question', 4)","('daniel', 4)","('might', 4)","('cases', 4)","('argues', 4)"
The Notation in Principia Mathematica_4 Propositional Functions.txt,"('functions', 7)","('phi', 5)","('using', 4)","('variable', 4)","('notation', 4)","('expressions', 3)","('formula', 3)","('function', 3)","('occur', 3)","('sections', 3)","('xphi', 3)","('lambda', 3)","('propositional', 2)","('descriptive', 2)","('relations', 2)","('whitehead', 2)","('russell', 2)","('free', 2)","('circumflex', 2)","('hatx', 2)"
War_2 How Should We Think about the Morality of War.txt,"('war', 57)","('killing', 20)","('proportionality', 19)","('necessity', 18)","('justified', 12)","('harm', 12)","('think', 11)","('jus', 11)","('would', 11)","('see', 10)","('might', 10)","('thinking', 10)","('lazar', 9)","('first', 9)","('involves', 9)","('harms', 9)","('must', 9)","('fighting', 9)","('threat', 9)","('theory', 8)"
Intentionality_8 Is intensionality a criterion of intentionality.txt,"('reports', 20)","('intentionality', 16)","('intentional', 14)","('intensionality', 11)","('knowledge', 11)","('states', 10)","('one', 9)","('criterion', 9)","('sentences', 8)","('phenomenon', 8)","('linguistic', 7)","('true', 7)","('truth', 7)","('sentence', 7)","('existential', 6)","('generalization', 6)","('singular', 6)","('term', 6)","('fail', 6)","('first', 5)"
Second order and Higher order Logic_15 SecondOrder Set Theory.txt,"('set', 8)","('theory', 7)","('first', 7)","('order', 7)","('secondorder', 7)","('zfc', 6)","('axiom', 6)","('logic', 5)","('semantics', 5)","('metatheory', 5)","('question', 4)","('axioms', 3)","('separation', 3)","('replacement', 3)","('even', 3)","('decide', 3)","('however', 2)","('zermelo', 2)","('system', 2)","('simply', 2)"
The Identity Theory of Truth_2 Historical background.txt,"('identity', 10)","('theory', 10)","('tractatus', 6)","('facts', 5)","('conception', 5)","('case', 5)","('correspondence', 4)","('true', 4)","('one', 4)","('see', 4)","('may', 4)","('affairs', 4)","('wittgenstein', 4)","('first', 3)","('truth', 3)","('way', 3)","('things', 3)","('relation', 3)","('least', 3)","('sullivan', 3)"
Propositional Function_5 The Emergence of Propositional Functions.txt,"('propositional', 9)","('propositions', 8)","('function', 7)","('socrates', 7)","('russell', 6)","('proposition', 6)","('constituents', 5)","('functions', 5)","('like', 4)","('drinks', 4)","('hemlock', 4)","('die', 4)","('dog', 3)","('see', 3)","('principles', 2)","('kind', 2)","('holds', 2)","('properties', 2)","('relations', 2)","('man', 2)"
Consequentialism_6 Consequences for Whom Limiting the Demands of Morality.txt,"('morally', 23)","('charity', 15)","('utility', 14)","('wrong', 13)","('ought', 13)","('maximize', 12)","('give', 10)","('consequentialism', 8)","('much', 7)","('would', 7)","('good', 7)","('seem', 6)","('people', 6)","('act', 6)","('one', 6)","('shoes', 5)","('could', 5)","('utilitarians', 5)","('still', 5)","('contribute', 5)"
Medieval Theories of the Syllogism_8 John Buridan.txt,"('buridan', 18)","('terms', 18)","('figure', 15)","('syllogistic', 14)","('sentences', 14)","('syllogisms', 12)","('modal', 12)","('valid', 12)","('theory', 11)","('term', 11)","('rules', 10)","('syllogism', 9)","('distribution', 9)","('logic', 8)","('first', 8)","('distributed', 8)","('buridans', 8)","('moods', 8)","('middle', 7)","('consequence', 7)"
Physicalism_17 The Case for Physicalism.txt,"('argument', 20)","('physicalism', 18)","('events', 12)","('one', 10)","('true', 10)","('premise', 10)","('physical', 9)","('causal', 9)","('principle', 8)","('cause', 7)","('second', 7)","('first', 6)","('closure', 6)","('exclusion', 6)","('reject', 6)","('methodological', 6)","('naturalism', 6)","('truth', 5)","('however', 5)","('arguments', 5)"
Propositional Function_6 Propositional Functions in  Simple Type Theory.txt,"('type', 13)","('set', 9)","('variables', 9)","('paradox', 8)","('theory', 8)","('domain', 8)","('predicate', 8)","('function', 7)","('propositional', 7)","('types', 7)","('russells', 6)","('cantors', 6)","('let', 5)","('functions', 5)","('range', 5)","('subsets', 4)","('definition', 4)","('member', 4)","('theorem', 4)","('model', 4)"
Moral Cognitivism vs  Non Cognitivism_5 Can The CognitivistNoncognitivist Distinction Be Sustained.txt,"('moral', 18)","('noncognitivism', 15)","('truth', 14)","('sentences', 13)","('conditions', 12)","('would', 11)","('one', 9)","('robust', 8)","('minimal', 8)","('belief', 8)","('noncognitivists', 7)","('minimalist', 7)","('beliefs', 7)","('noncognitivist', 6)","('quasirealist', 6)","('may', 5)","('judgments', 5)","('cognitivism', 5)","('way', 5)","('argument', 5)"
Logical Consequence_2 Formal and Material Consequence.txt,"('logical', 10)","('formal', 7)","('permutation', 7)","('form', 6)","('content', 6)","('say', 6)","('consequence', 5)","('structure', 5)","('valid', 5)","('general', 5)","('notion', 5)","('totally', 5)","('semantic', 5)","('formality', 4)","('rules', 4)","('argument', 4)","('different', 4)","('logic', 4)","('objects', 4)","('permutations', 4)"
Gottlob Frege_3 Freges Philosophy of Language.txt,"('sense', 30)","('sentence', 28)","('twain', 25)","('frege', 24)","('true', 23)","('denotation', 22)","('name', 19)","('identity', 18)","('truth', 18)","('attitude', 15)","('propositional', 14)","('samuel', 13)","('different', 13)","('one', 12)","('names', 12)","('clemens', 12)","('following', 12)","('huckleberry', 12)","('principle', 12)","('mark', 11)"
Ren Descartes_3 A New Metaphysics.txt,"('descartes', 73)","('mind', 42)","('god', 41)","('senses', 37)","('intellect', 27)","('matter', 23)","('doubt', 20)","('body', 19)","('perception', 19)","('distinct', 19)","('may', 19)","('existence', 18)","('truths', 18)","('clear', 18)","('essence', 18)","('sensory', 18)","('meditation', 17)","('intellectual', 17)","('human', 16)","('knowledge', 15)"
Varieties of Modality_3 The Structure of the Modal Realm.txt,"('necessity', 65)","('modal', 27)","('metaphysical', 22)","('property', 21)","('defined', 18)","('terms', 14)","('necessary', 14)","('properties', 13)","('may', 12)","('define', 12)","('epistemic', 11)","('one', 11)","('restriction', 11)","('laws', 11)","('fundamental', 10)","('metaphysically', 10)","('kinds', 10)","('nomic', 9)","('true', 9)","('propositions', 9)"
Descartes Epistemology_6 Perfect Knowledge Circularity and Truth.txt,"('doubt', 62)","('descartes', 33)","('god', 29)","('interpretation', 25)","('clear', 25)","('clearly', 24)","('meditation', 24)","('distinct', 23)","('evil', 23)","('genius', 23)","('distinctly', 22)","('knowledge', 19)","('arc', 18)","('premises', 17)","('conclusion', 17)","('truth', 17)","('perceived', 14)","('rule', 13)","('circularity', 13)","('would', 13)"
The Correspondence Theory of Truth_3 Simple Versions of the Correspondence Theory.txt,"('affairs', 14)","('correspondence', 11)","('definition', 10)","('falsehood', 10)","('fact', 10)","('states', 9)","('truth', 8)","('facts', 8)","('false', 8)","('form', 6)","('truthbearers', 5)","('state', 5)","('theory', 4)","('might', 4)","('committed', 4)","('obtain', 4)","('nonobtaining', 4)","('properties', 4)","('account', 4)","('category', 4)"
Wittgensteins Philosophy of Mathematics_1 Wittgenstein on Mathematics in the Tractatus.txt,"('propositions', 27)","('mathematical', 26)","('wittgenstein', 21)","('proposition', 20)","('equations', 15)","('mathematics', 14)","('theory', 14)","('true', 13)","('general', 13)","('contingent', 12)","('form', 12)","('tractatus', 10)","('sense', 9)","('affairs', 9)","('tautologies', 9)","('formal', 9)","('genuine', 8)","('state', 8)","('number', 8)","('logical', 8)"
Abstract Objects_2 Historical Remarks.txt,"('distinction', 12)","('abstract', 11)","('one', 6)","('objects', 6)","('ideas', 6)","('modern', 5)","('things', 5)","('mind', 5)","('senses', 5)","('concrete', 4)","('philosophy', 4)","('words', 4)","('existence', 4)","('material', 4)","('numbers', 4)","('would', 4)","('contemporary', 3)","('case', 3)","('century', 3)","('among', 3)"
Russells Moral Philosophy_8 Objections to Emotivism and Relativism.txt,"('russell', 37)","('would', 33)","('good', 23)","('optative', 22)","('moral', 20)","('ought', 20)","('argument', 19)","('desires', 19)","('express', 16)","('russells', 15)","('theory', 14)","('since', 14)","('one', 14)","('thus', 13)","('emotivism', 13)","('like', 13)","('arguments', 13)","('ends', 12)","('desire', 12)","('valid', 12)"
Logical Empiricism_2 Background.txt,"('logical', 15)","('philosophy', 15)","('could', 12)","('empirical', 12)","('logic', 12)","('sciences', 11)","('scientific', 11)","('empiricists', 9)","('questions', 7)","('one', 7)","('even', 7)","('world', 7)","('need', 6)","('mathematics', 6)","('physics', 5)","('science', 5)","('time', 5)","('ones', 5)","('carnap', 5)","('movement', 4)"
